paperid,doi,shortnormname,soundex,normname,magid,s2id,lvl0,lvl1,affid
2049093536,10.1145/1377999.1378027,aoh,A252,aekyung oh,2694804376,2797452,"","",149635348
2049093536,10.1145/1377999.1378027,aoh,A252,aekyung oh,2694804376,2797452,"",41008148,111919701
1483289679,10.1007/11596981_98,aho,A535,anthony t s ho,2119775669,34772499,"","",154945302
1528455415,10.1007/978-3-540-93900-9_24,ahu,A452,alan j hu,2001625928,1741933,"","",120314980
1991033876,10.1109/tvlsi.2012.2195040,awu,A500,anyeu wu,2149874420,144113827,16733864,41008148,24326235
2035881184,10.1007/s10470-012-9834-7,aye,A530,andy ye,2119975002,2622964,530967,41008148,24326235
2068749191,10.1109/jsac.2011.110218,ahe,A500,an he,2156016583,144240852,"",41008148,126255220
2065419310,10.1109/nswctc.2009.401,ahu,A250,aiqun hu,2684995648,143680961,"","",120314980
2069196424,10.1162/coli.2008.34.1.81,away,A530,andy way,2110815193,144315616,"",41008148,154945302
2092605143,10.1006/cviu.1996.0045,awu,A524,angela y wu,2701612366,1736712,"","",118615104
2069196424,10.1162/coli.2008.34.1.81,away,A530,andy way,2110815193,144315616,"","",204321447
2121963738,10.1109/sitis.2008.51,ayahya,A240,azli yahya,2317670043,3046963,"",41008148,11413529
2078040110,10.1093/comjnl/bxm039,ayeo,A536,anders yeo,2152712730,145762028,184558857,33923547,118615104
2123132943,10.1007/s11036-005-1561-1,ahu,A524,answol hu,2054106778,3011995,"","",120314980
2078040110,10.1093/comjnl/bxm039,ayeo,A536,anders yeo,2152712730,145762028,"","",114614502
1992920855,10.1017/s0269888998002094,ahowe,A340,adele e howe,2111752460,2136919,92446798,41008148,49774154
1976725668,10.1016/j.chb.2010.10.019,aeye,A425,alexander von eye,186465930,3012147,87216513,15744967,77805123
2007599923,10.1016/j.chb.2012.03.022,aie,A553,amanda ie,2019313269,2938645,136199984,15744967,77805123
1976725668,10.1016/j.chb.2010.10.019,aeye,A425,alexander von eye,186465930,3012147,"","",149923435
2021848747,10.1016/j.mejo.2008.11.043,ahu,A500,an hu,2304984660,49752192,530967,127413603,24326235
1993522825,10.1016/j.ins.2011.07.044,awu,A452,ailong wu,2156706082,1757903,47720641,41008148,65244806
2048625955,10.1145/2425296.2425311,ayee,A415,alvin wong hong yee,2232204456,1952491,115228651,15744967,44154836
2060459384,10.1007/s00542-008-0706-0,ayi,A450,allen y yi,2129996330,2999091,52357470,192562407,120665830
2053832537,10.1016/j.vlsi.2011.11.017,aye,A530,andy ye,2119975002,20524122,530967,41008148,113775141
2161446454,10.1109/tasl.2008.925870,away,A530,andy way,2110815193,144315616,"",41008148,204321447
2061680183,10.1109/tcad.2013.2282262,awu,A500,anyeu wu,2149874420,144113827,16733864,41008148,31258907
2161446454,10.1109/tasl.2008.925870,away,A530,andy way,2110815193,144315616,"","",28490314
2071591551,10.1016/j.ipl.2013.06.008,ay,A253,asnath victy phamila y,2338346209,2405511,916357946,41008148,79403827
2161446454,10.1109/tasl.2008.925870,away,A530,andy way,2110815193,144315616,"","",154945302
2164946572,10.1145/2503713.2503743,ahao,A550,aimin hao,2127406583,144795824,82880672,41008148,44154836
2221189997,10.1109/bibm.2015.7359834,ahu,A516,amber hu,2225461237,27052709,"",86803240,54355233
1963608587,10.1016/j.disopt.2004.11.001,ayeo,A536,anders yeo,2152712730,145762028,184558857,33923547,114614502
22234408,10.1007/978-3-642-34129-8_49,ahu,A540,anlei hu,2645120095,2141886,"",41008148,124101348
1971115687,10.1145/2821592.2821638,ahao,A550,aimin hao,2127406583,144795824,"","",154945302
1984958480,10.1016/j.eswa.2015.04.041,awu,A000,aihua wu,2228461741,46840809,96733725,33923547,178980831
2011296446,10.1504/ijaisc.2013.056841,ayahya,A130,abid yahya,2144988972,143980755,65079550,41008148,79403827
1984958480,10.1016/j.eswa.2015.04.041,awu,A000,aihua wu,2228461741,46840809,"","",154945302
2018493811,10.1109/cadgraphics.2013.68,ahao,A550,aimin hao,2127406583,144795824,82880672,41008148,154945302
2010076294,10.1016/0164-1212(86)90044-0,aha,A500,anna ha,2282042382,146081916,145311948,41008148,111919701
2081628329,10.1162/105474698565857,ayee,A500,amy yee,2674164299,145446910,"",41008148,31972630
2101119093,10.1007/s10617-011-9074-6,awu,A500,anyeu wu,2149874420,144113827,16733864,41008148,149635348
2084500805,10.1007/s10590-009-9068-3,away,A530,andy way,2110815193,144315616,42934936,41008148,204321447
2129323560,10.1109/mtv.2008.22,ahu,A452,alan j hu,2001625928,1741933,141945490,41008148,149635348
2089328626,10.1109/cgc.2012.100,ayi,A152,aiping yi,2545980810,40047545,121296143,41008148,120314980
2543229707,10.1109/icise.2009.1270,ahou,A250,aiqin hou,2576605975,9224738,36819085,33923547,118615104
2913889688,10.1016/1049-9652(91)90034-h,awu,A524,angela y wu,2701612366,1736712,"",41008148,121684516
1995233900,10.1145/2463372.2463536,awu,A520,annie s wu,2061813594,2989050,106165777,121332964,126255220
2031211331,10.1137/s0097539793245015,ayao,A536,andrew chichih yao,2088166175,1770729,"",33923547,114614502
1995233900,10.1145/2463372.2463536,awu,A520,annie s wu,2061813594,2989050,"","",126794175
2031278202,10.1016/j.neucom.2014.04.009,awu,A452,ailong wu,2156706082,1757903,87445476,41008148,65244806
2018667478,10.1016/j.eswa.2008.08.031,ahu,A450,allen h hu,2138437378,2279546,118292597,41008148,112930515
2048826116,10.1007/s10623-012-9755-6,aaw,A452,alan j aw,2789892224,2760379,"","",114614502
2020545181,10.1016/j.jcss.2013.10.002,ayeo,A536,anders yeo,2152712730,145762028,152815399,33923547,114614502
2128319925,10.1109/icassp.2001.941146,awu,A500,anyeu wu,2149874420,144113827,"",33923547,126255220
2020545181,10.1016/j.jcss.2013.10.002,ayeo,A536,anders yeo,2152712730,145762028,"","",118615104
2143434511,10.1109/tit.2006.874388,ahu,A524,answol hu,2054106778,3011995,205783295,41008148,120314980
2046013031,10.1016/j.jda.2012.02.002,ayeo,A536,anders yeo,2152712730,145762028,184558857,33923547,11413529
1539156730,10.1007/978-3-540-92248-3_19,ayeo,A536,anders yeo,2152712730,145762028,184558857,33923547,118615104
2046013031,10.1016/j.jda.2012.02.002,ayeo,A536,anders yeo,2152712730,145762028,"","",118615104
1539156730,10.1007/978-3-540-92248-3_19,ayeo,A536,anders yeo,2152712730,145762028,"","",11413529
2046013031,10.1016/j.jda.2012.02.002,ayeo,A536,anders yeo,2152712730,145762028,"","",114614502
2009628237,10.1080/13658816.2014.928822,ahey,A530,annette hey,2094627453,41018001,4665924,33923547,11413529
2057455870,10.1145/69558.75700,aaho,A416,alfred v aho,2380581373,1715952,72090969,41008148,199360897
2039673066,10.1016/j.jcp.2011.05.011,aweiie,A536,andrea y weiie,2293353220,21361547,75951250,33923547,134306372
2124222146,10.1109/icpr.2010.1054,awai,A525,aung aung phyo wai,2115074173,1731072,3005327000,41008148,31972630
2094946507,10.1137/s0895480197322154,ayeo,A536,anders yeo,2152712730,145762028,"",33923547,118615104
2124222146,10.1109/icpr.2010.1054,awai,A525,aung aung phyo wai,2115074173,1731072,"","",154945302
2103861997,10.1109/icise.2009.1320,ayi,A500,an yi,2490316334,31227593,"",33923547,124101348
2211321652,10.1016/j.disc.2015.10.034,ayeo,A536,anders yeo,2152712730,145762028,152815399,33923547,118615104
2119080246,10.1109/tcsii.2010.2048358,awu,A500,anyeu wu,2149874420,144113827,16733864,127413603,24326235
2211321652,10.1016/j.disc.2015.10.034,ayeo,A536,anders yeo,2152712730,145762028,"","",114614502
2122707390,10.1016/j.pmcj.2006.07.002,awai,A525,aung aung phyo wai,2115074173,1731072,3005327000,41008148,154945302
2244863692,10.1109/tkde.2015.2451630,ayu,A416,albert yu,2124777148,48369087,170897317,33923547,118615104
2558382909,10.1145/2996376.2996382,aau,A100,affa au,2567269407,46675106,"",41008148,107457646
2006787007,10.1109/sfcs.1983.30,ayao,A536,andrew chichih yao,2088166175,1770729,"",33923547,114614502
1974074701,10.1109/cw.2010.16,ahao,A550,aimin hao,2967532428,144795824,82880672,41008148,31972630
2006787007,10.1109/sfcs.1983.30,ayao,A536,andrew chichih yao,2088166175,1770729,"","",118615104
2087720415,10.1145/1460096.1460146,ahao,A550,aimin hao,2636138259,144795824,82880672,41008148,119857082
2056634043,10.1145/321694.321697,aaho,A416,alfred v aho,2380581373,1715952,72090969,41008148,28490314
2087720415,10.1145/1460096.1460146,ahao,A550,aimin hao,2636138259,144795824,"","",178980831
2056634043,10.1145/321694.321697,aaho,A416,alfred v aho,2380581373,1715952,"","",204321447
2105775150,10.1145/567752.567763,aaho,A416,alfred v aho,2380581373,1715952,"","",199360897
2056634043,10.1145/321694.321697,aaho,A416,alfred v aho,2380581373,1715952,"","",154945302
2171795421,10.1109/tfuzz.2002.805885,awu,A000,ai wu,2696608838,144267154,47720641,33923547,65244806
2141957492,10.1109/icig.2007.119,ahao,A550,aimin hao,3076264777,46751195,"",41008148,31972630
2472046924,10.1080/00207721.2016.1179817,ahu,A000,aihua hu,2430638808,49752202,"","",120314980
2141957492,10.1109/icig.2007.119,ahao,A550,aimin hao,3076264777,46751195,"","",121684516
1970668075,10.1016/j.disc.2015.01.014,aaw,A452,alan j aw,2789892224,2760379,97018004,33923547,118615104
2141957492,10.1109/icig.2007.119,ahao,A550,aimin hao,3076264777,46751195,"","",154945302
1982473823,10.3115/1220835.1220856,aaue,A535,anthony aue,2129375710,2266204,1290206253,41008148,204321447
2162510645,10.1109/isda.2008.247,aoh,A522,amsuk oh,2686795802,34504745,"",41008148,178980831
1997442460,10.1145/2786567.2792898,aiwaya,A260,akira iwaya,2226873417,1982896,146399215,41008148,121684516
2162510645,10.1109/isda.2008.247,aoh,A522,amsuk oh,2686795802,34504745,"","",154945302
2047538887,10.1145/1509315.1509447,ayao,A520,aihong yao,2686886502,2583729,151727225,41008148,24326235
2162510645,10.1109/isda.2008.247,aoh,A522,amsuk oh,2686795802,34504745,"","",11413529
2077269325,10.1016/j.camwa.2010.04.029,awu,A200,aiguo wu,2799669254,1808015,2800748030,33923547,28826006
2162510645,10.1109/isda.2008.247,aoh,A522,amsuk oh,2686795802,34504745,"","",31972630
2077457668,10.1145/1039140.1039151,awoo,A536,andrew woo,2159398517,50483779,"",142362112,161191863
2212656715,10.1016/s0925-7721(98)00008-x,ayao,A536,andrew chichih yao,2088166175,1770729,20089843,33923547,70721500
2085934237,10.1109/bibmw.2011.6112482,aou,A000,aihua ou,2441432819,3033952,37987034,71924100,99508421
2212656715,10.1016/s0925-7721(98)00008-x,ayao,A536,andrew chichih yao,2088166175,1770729,"","",60644358
2099949759,10.1109/sefm.2007.32,ahu,A452,alan j hu,2001625928,1741933,141945490,41008148,11413529
1997485451,10.1109/bcgin.2012.99,awei,A000,ai wei,2535790018,145177262,141962983,162324750,18547055
2102614359,10.1109/tc.2006.175,ahu,A452,alan j hu,2001625928,1741933,141945490,33923547,80444323
2067069954,10.1016/s0012-365x(98)00097-1,ayeo,A536,anders yeo,2152712730,145762028,16391192,33923547,114614502
1973107135,10.1016/j.disc.2013.11.020,ayeo,A536,anders yeo,2152712730,145762028,24027795,33923547,114614502
2067069954,10.1016/s0012-365x(98)00097-1,ayeo,A536,anders yeo,2152712730,145762028,160994706,"",118615104
2047367020,10.1007/s10878-013-9651-7,ayeo,A536,anders yeo,2152712730,145762028,24027795,33923547,118615104
2140488378,10.1109/tsmcb.2004.824522,awu,A520,annie s wu,2061813594,2989050,106165777,41008148,154945302
2081460628,10.1145/335305.335404,ayao,A536,andrew chichih yao,2088166175,1770729,20089843,33923547,38652104
2140488378,10.1109/tsmcb.2004.824522,awu,A520,annie s wu,2061813594,2989050,"","",119857082
2115668725,10.1109/ams.2009.85,aoi,A260,akihiro oi,2691803034,31697994,"","",65244806
79226865,10.1007/978-3-642-32589-2_27,ayeo,A536,anders yeo,2152712730,145762028,24027795,33923547,114614502
2168985122,10.1109/iciw.2009.86,aeye,A425,alexander von eye,186465930,3012147,"","",138496976
1590063586,10.1007/s00145-011-9104-3,ayao,A536,andrew chichih yao,2088166175,1770729,184760556,33923547,114614502
2623190105,10.1145/3068796.3068826,awee,A636,arthur wee,2791678673,50405650,877510358,127413603,78519656
1590063586,10.1007/s00145-011-9104-3,ayao,A536,andrew chichih yao,2088166175,1770729,"","",118615104
76205437,10.1007/978-3-642-32964-7_27,ahu,A213,aiguo patrick hu,2041854501,3022802,154130895,41008148,154945302
1938245431,10.1007/978-3-540-72383-7_45,awu,A200,aiguo wu,2633111522,2688952,162868743,33923547,65244806
1983679613,10.1007/s10589-010-9352-4,ayau,A532,andy c yau,2310285554,1969289,172675005,33923547,11413529
2059183703,10.1145/318593.318663,aaho,A416,alfred v aho,2380581373,1715952,72090969,41008148,173608175
1988566258,10.1109/t-c.1974.223922,aaho,A416,alfred v aho,2380581373,1715952,72090969,41008148,173608175
2092526062,10.1007/s11128-015-0943-y,ahu,A520,anzi hu,2130125339,49752183,201448701,33923547,62520636
2017802823,10.1016/j.comcom.2007.11.001,aho,A000,ai h ho,2974317233,1833885,106165777,41008148,31258907
2092526062,10.1007/s11128-015-0943-y,ahu,A520,anzi hu,2130125339,49752183,"","",33332235
2809453856,10.1145/3229091,ayu,A000,ao yu,2796123623,7630848,27837315,41008148,49774154
2134319554,10.1109/icde.2012.67,ayu,A416,albert yu,2124777148,48369087,170897317,41008148,31258907
1978881779,10.1109/tifs.2012.2232653,ayao,A536,andrew chichih yao,2088166175,1770729,99065089,41008148,113775141
2134319554,10.1109/icde.2012.67,ayu,A416,albert yu,2124777148,48369087,"","",77088390
1979405677,10.1016/0734-189x(88)90106-5,awu,A524,angela y wu,2701612366,1736712,201448701,41008148,11413529
2139948086,10.1109/icita.2005.69,ayu,A000,a yu,2317408579,153270859,114017466,41008148,199360897
2003941890,10.1002/sec.579,ahu,A250,aiqun hu,2650326287,143680961,76569877,41008148,38652104
2139948086,10.1109/icita.2005.69,ayu,A000,a yu,2317408579,153270859,"","",136764020
2020404221,10.1109/tpami.1981.4767163,awu,A524,angela y wu,2701612366,1736712,66946132,41008148,154945302
2144081294,10.1145/1048935.1050199,ayoo,A530,andy yoo,2169640099,153717758,"",41008148,173608175
2020404221,10.1109/tpami.1981.4767163,awu,A524,angela y wu,2701612366,1736712,"","",11413529
2319164909,10.17210/hcik.2016.01.127,aho,A522,amic g ho,2574447835,52365250,142105451,15744967,107457646
2042692297,10.1145/1837274.1837300,ahu,A452,alan j hu,2001625928,1741933,"","",201995342
2319164909,10.17210/hcik.2016.01.127,aho,A522,amic g ho,2574447835,52365250,"","",75630572
2075940460,10.1109/sfcs.1977.33,aaho,A416,alfred v aho,2380581373,1715952,"",41008148,80444323
2612363256,10.4018/ijopcd.2017070101,ahou,A122,avus c y hou,2605734544,1733951,115980683,41008148,49774154
2083967570,10.1162/evco.1996.4.2.169,awu,A520,annie s wu,2061813594,2989050,27837315,33923547,11413529
2788557508,10.1145/3174243.3174969,ahowe,A536,andrew howe,2303822417,49735414,161318765,41008148,9390403
1504483291,10.1007/978-3-540-75256-1_8,ayue,A510,anbu yue,2109945083,1751596,"","",124101348
2809594638,10.1145/3233547.3233680,aay,A530,ahmet ay,2107165721,144622686,39660569,41008148,70721500
1994250472,10.1109/icdh.2012.36,ayahya,A414,ali abullah yahya,2222532210,144271007,"","",178980831
1967113956,10.1145/1101480.1101493,awei,A500,anne wei,2618442847,1738783,11559806,41008148,38652104
2023104065,10.1145/2025384.2025385,away,A530,andy way,2110815193,144315616,42934936,41008148,154945302
2040514930,10.1145/347642.347810,ayeoh,A536,andrew yeoh,2691271191,46350140,"",127413603,56739046
2023104065,10.1145/2025384.2025385,away,A530,andy way,2110815193,144315616,"","",204321447
2049782871,10.1145/961290.961608,awu,A520,annie s wu,2061813594,2989050,"",41008148,119857082
2037718318,10.1109/tpami.1982.4767203,awu,A524,angela y wu,2701612366,1736712,66946132,33923547,178980831
2049782871,10.1145/961290.961608,awu,A520,annie s wu,2061813594,2989050,"","",154945302
2046073626,10.1016/j.camwa.2007.06.014,ahe,A520,anqi he,2680856551,1776780,4610292,33923547,118615104
2065998263,10.1016/j.csda.2006.08.003,ayao,A516,annefrancoise yao,2096785077,37181094,"",33923547,2524010
2089386904,10.1007/s11277-014-2123-2,ayahya,A130,abid yahya,2144988972,143980755,"",41008148,42475967
2065998263,10.1016/j.csda.2006.08.003,ayao,A516,annefrancoise yao,2096785077,37181094,"","",134306372
2123463031,10.1145/800168.811537,aaho,A416,alfred v aho,2380581373,1715952,"",41008148,199360897
2082806890,10.1017/s0963548306007887,ayeo,A536,anders yeo,2152712730,145762028,184558857,33923547,118615104
2145759487,10.1016/j.ic.2013.08.008,ayeo,A536,anders yeo,2152712730,145762028,24027795,33923547,118615104
2082806890,10.1017/s0963548306007887,ayeo,A536,anders yeo,2152712730,145762028,"","",114614502
2037457184,10.1007/s11265-010-0470-0,awu,A500,anyeu wu,2149874420,144113827,16733864,41008148,118524514
2131489563,10.1016/j.dam.2006.02.010,ayeo,A536,anders yeo,2152712730,145762028,184558857,33923547,114614502
2044083289,10.1145/266021.266270,awu,A452,allen c h wu,2342151385,1775931,"",41008148,118524514
2131489563,10.1016/j.dam.2006.02.010,ayeo,A536,anders yeo,2152712730,145762028,"","",118615104
2165645310,10.1109/jsac.2006.877214,ahui,A230,a k t hui,2973404285,3303217,"",41008148,38652104
2765731980,10.1145/3144789.3144815,ahe,A200,aijia he,2766500736,26901584,25254941,41008148,11413529
2199495299,10.1145/513400.513402,awu,A524,angela y wu,2701612366,1736712,181401687,33923547,126255220
2765731980,10.1145/3144789.3144815,ahe,A200,aijia he,2766500736,26901584,"","",120314980
1528455415,10.1007/978-3-540-93900-9_24,ahu,A452,alan j hu,2001625928,1741933,141945490,41008148,173608175
1998668025,10.1109/bibmw.2011.6112468,aou,A000,aihua ou,2633163222,3033952,"",71924100,126322002
2065419310,10.1109/nswctc.2009.401,ahu,A250,aiqun hu,2684995648,143680961,76569877,41008148,38652104
2092605143,10.1006/cviu.1996.0045,awu,A524,angela y wu,2701612366,1736712,181401687,33923547,11413529
2112561710,10.1016/s0004-3702(02)00363-6,ahowe,A340,adele e howe,2111752460,2136919,92446798,33923547,126255220
2123132943,10.1007/s11036-005-1561-1,ahu,A524,answol hu,2054106778,3011995,205783295,41008148,31258907
2296693324,10.1109/dcabes.2015.136,awei,A500,an wei,2674504142,98547466,"",33923547,154945302
1992920855,10.1017/s0269888998002094,ahowe,A340,adele e howe,2111752460,2136919,"","",154945302
2018281894,10.1137/s1064827503422932,ayu,A200,a c h yu,2653616627,153270854,"",33923547,134306372
2034620751,10.1109/tce.2010.5606331,ahe,A500,an he,2156016583,144240852,"",127413603,24326235
2048625955,10.1145/2425296.2425311,ayee,A415,alvin wong hong yee,2232204456,1952491,"","",138496976
2053832537,10.1016/j.vlsi.2011.11.017,aye,A530,andy ye,2119975002,20524122,"","",79403827
2061680183,10.1109/tcad.2013.2282262,awu,A500,anyeu wu,2149874420,144113827,"","",120314980
2152375241,10.1109/acct.2013.65,awaoo,A000,a a waoo,2973232607,2536326,196622127,41008148,31258907
2895843770,10.1145/3207677.3278034,ahu,A550,amin hu,2886237025,80043221,110440473,41008148,11413529
1971115687,10.1145/2821592.2821638,ahao,A550,aimin hao,2127406583,144795824,82880672,41008148,31972630
2009863884,10.1109/greencom-ithings-cpscom.2013.83,aya,A400,ai li ya,2222988397,1704051,172675005,41008148,136764020
2011296446,10.1504/ijaisc.2013.056841,ayahya,A130,abid yahya,2144988972,143980755,"","",11413529
2018493811,10.1109/cadgraphics.2013.68,ahao,A550,aimin hao,2127406583,144795824,"","",31972630
2081628329,10.1162/105474698565857,ayee,A500,amy yee,2674164299,145446910,"","",154945302
2084500805,10.1007/s10590-009-9068-3,away,A530,andy way,2110815193,144315616,"","",154945302
2316011158,10.1111/isj.12096,ayu,A000,ai yu,2703150903,144424124,55521800,144024400,39549134
1983208777,10.1007/s10470-011-9715-5,ahu,A500,an hu,2303637952,145172936,5023651,127413603,119599485
2031211331,10.1137/s0097539793245015,ayao,A536,andrew chichih yao,2088166175,1770729,"","",118615104
2048826116,10.1007/s10623-012-9755-6,aaw,A452,alan j aw,2789892224,2760379,2799854419,33923547,118615104
2106068526,10.1007/978-3-642-04438-0_24,aho,A535,anthony t s ho,2119775669,34772499,28290843,41008148,154945302
2128319925,10.1109/icassp.2001.941146,awu,A500,anyeu wu,2149874420,144113827,"","",11413529
2143434511,10.1109/tit.2006.874388,ahu,A524,answol hu,2054106778,3011995,"","",31258907
1539156730,10.1007/978-3-540-92248-3_19,ayeo,A536,anders yeo,2152712730,145762028,"","",114614502
1560935818,10.1007/978-3-642-05250-7_20,awu,A550,aimin wu,2498975254,2036721,"",41008148,65244806
2009695336,10.1016/j.camwa.2011.08.034,awu,A200,aiguo wu,2799669254,1808015,2800748030,33923547,134306372
2052773530,10.1145/2487222.2487226,ayeo,A536,anders yeo,2152712730,145762028,24027795,41008148,80444323
2094946507,10.1137/s0895480197322154,ayeo,A536,anders yeo,2152712730,145762028,"","",114614502
2103861997,10.1109/icise.2009.1320,ayi,A500,an yi,2490316334,31227593,"","",154945302
2119080246,10.1109/tcsii.2010.2048358,awu,A500,anyeu wu,2149874420,144113827,"","",11413529
2122707390,10.1016/j.pmcj.2006.07.002,awai,A525,aung aung phyo wai,2115074173,1731072,"","",31972630
2558382909,10.1145/2996376.2996382,aau,A100,affa au,2567269407,46675106,"","",121684516
1974074701,10.1109/cw.2010.16,ahao,A550,aimin hao,2967532428,144795824,"","",154945302
2087720415,10.1145/1460096.1460146,ahao,A550,aimin hao,2636138259,144795824,"","",154945302
2105775150,10.1145/567752.567763,aaho,A416,alfred v aho,2380581373,1715952,72090969,41008148,80444323
2131595543,10.1109/ialp.2009.44,away,A530,andy way,2110815193,144315616,42934936,41008148,124101348
2472046924,10.1080/00207721.2016.1179817,ahu,A000,aihua hu,2430638808,49752202,111599522,127413603,65244806
2831657645,10.1109/ccgrid.2018.00-69,ahou,A250,aiqin hou,2227964607,2423828,36819085,41008148,31258907
1970668075,10.1016/j.disc.2015.01.014,aaw,A452,alan j aw,2789892224,2760379,"","",114614502
1982473823,10.3115/1220835.1220856,aaue,A535,anthony aue,2129375710,2266204,"","",154945302
1997442460,10.1145/2786567.2792898,aiwaya,A260,akira iwaya,2226873417,1982896,"","",107457646
2047538887,10.1145/1509315.1509447,ayao,A520,aihong yao,2686886502,2583729,"","",79403827
2077269325,10.1016/j.camwa.2010.04.029,awu,A200,aiguo wu,2799669254,1808015,"","",134306372
2077457668,10.1145/1039140.1039151,awoo,A536,andrew woo,2159398517,50483779,"","",121684516
2085934237,10.1109/bibmw.2011.6112482,aou,A000,aihua ou,2441432819,3033952,"","",105702510
2099949759,10.1109/sefm.2007.32,ahu,A452,alan j hu,2001625928,1741933,"","",80444323
2140338233,10.1145/997817.997849,awu,A524,angela y wu,2701612366,1736712,181401687,33923547,80444323
1973107135,10.1016/j.disc.2013.11.020,ayeo,A536,anders yeo,2152712730,145762028,152815399,"",118615104
2047367020,10.1007/s10878-013-9651-7,ayeo,A536,anders yeo,2152712730,145762028,"","",114614502
2115668725,10.1109/ams.2009.85,aoi,A260,akihiro oi,2691803034,31697994,149919469,41008148,119599485
2168985122,10.1109/iciw.2009.86,aeye,A425,alexander von eye,186465930,3012147,87216513,15744967,49774154
2206844055,10.1016/j.mcm.2010.08.018,awu,A200,aiguo wu,2799669254,1808015,2800748030,33923547,33577790
2942199679,10.1145/3290605.3300354,ahu,A536,andrea hu,2795915159,40960830,130701444,15744967,542102704
1534005552,10.1007/bf02238733,ahoy,A526,annegret hoy,1983916224,143647275,18860807,33923547,134306372
1983679613,10.1007/s10589-010-9352-4,ayau,A532,andy c yau,2310285554,1969289,"","",126255220
2004652662,10.1145/772862.772873,ayeh,A425,alexander yeh,2163540572,145561618,44896327,41008148,2522767166
2038938674,10.1145/800061.808774,ayao,A536,andrew chichih yao,2088166175,1770729,"",33923547,118615104
1602825895,10.1002/asjc.861,awu,A200,aiguo wu,2158896109,46840886,"",33923547,65244806
1978881779,10.1109/tifs.2012.2232653,ayao,A536,andrew chichih yao,2088166175,1770729,"","",120314980
1979745722,10.1145/1179461.1179465,awu,A452,allen c h wu,2342151385,1775931,25846049,41008148,173608175
2009236728,10.1109/hpcc.2014.75,ayehya,A530,ahmad yehya,2104546795,3136767,184834183,41008148,31258907
2020404221,10.1109/tpami.1981.4767163,awu,A524,angela y wu,2701612366,1736712,"","",31972630
2042692297,10.1145/1837274.1837300,ahu,A452,alan j hu,2001625928,1741933,141945490,41008148,113775141
2056072948,10.1145/62297.62309,aho,A000,a ho,2483469915,46727905,122411786,41008148,173608175
2082848968,10.1504/ijnvo.2011.039999,ayu,A524,angela yan yu,3005519423,7630819,"",15744967,39549134
1504483291,10.1007/978-3-540-75256-1_8,ayue,A510,anbu yue,2109945083,1751596,126231945,33923547,80444323
1994250472,10.1109/icdh.2012.36,ayahya,A414,ali abullah yahya,2222532210,144271007,16365422,33923547,154945302
1994250472,10.1109/icdh.2012.36,ayahya,A414,ali abullah yahya,2222532210,144271007,"","",11413529
2023104065,10.1145/2025384.2025385,away,A530,andy way,2110815193,144315616,"","",28490314
2023294468,10.1145/301136.301185,ahowe,A340,adele e howe,2111752460,2136919,92446798,41008148,154945302
2037718318,10.1109/tpami.1982.4767203,awu,A524,angela y wu,2701612366,1736712,"","",154945302
2046073626,10.1016/j.camwa.2007.06.014,ahe,A520,anqi he,2680856551,1776780,"","",28826006
2089386904,10.1007/s11277-014-2123-2,ayahya,A130,abid yahya,2144988972,143980755,"","",79403827
2123463031,10.1145/800168.811537,aaho,A416,alfred v aho,2380581373,1715952,"","",80444323
2145759487,10.1016/j.ic.2013.08.008,ayeo,A536,anders yeo,2152712730,145762028,"","",114614502
2037457184,10.1007/s11265-010-0470-0,awu,A500,anyeu wu,2149874420,144113827,"","",149635348
2099964107,10.1145/360825.360855,aaho,A416,alfred v aho,2380581373,1715952,72090969,41008148,80444323
2165645310,10.1109/jsac.2006.877214,ahui,A230,a k t hui,2973404285,3303217,"","",31258907
2199495299,10.1145/513400.513402,awu,A524,angela y wu,2701612366,1736712,"","",11413529
2766541976,10.1145/3126686.3126765,ahu,A362,audrey ziwei hu,2765657686,32048598,185261750,41008148,44154836
2064479716,10.1002/sec.1180,ahu,A250,aiqun hu,2650326287,143680961,76569877,41008148,38652104
2064479716,10.1002/sec.1180,ahu,A250,aiqun hu,2650326287,143680961,"","",80444323
2132797565,10.1109/71.242153,aoh,A300,a d oh,2607914410,144710069,177081203,41008148,173608175
2132797565,10.1109/71.242153,aoh,A300,a d oh,2607914410,144710069,"","",120314980
1970570980,10.1016/s0920-5489(02)00093-4,ayi,A500,anna yi,2100976091,3328769,162577319,41008148,79403827
1970570980,10.1016/s0920-5489(02)00093-4,ayi,A500,anna yi,2100976091,3328769,"","",115903868
2001150466,10.1145/2631775.2631824,aoh,A420,alice oh,2695422228,2463290,157485424,41008148,204321447
2001150466,10.1145/2631775.2631824,aoh,A420,alice oh,2695422228,2463290,"","",154945302
2001150466,10.1145/2631775.2631824,aoh,A420,alice oh,2695422228,2463290,"","",41895202
2002144906,10.1016/j.mcm.2010.12.038,awu,A200,aiguo wu,2799669254,1808015,2800748030,33923547,28826006
2002144906,10.1016/j.mcm.2010.12.038,awu,A200,aiguo wu,2799669254,1808015,"","",125565743
2027659362,10.1016/j.tcs.2013.10.022,ayeo,A536,anders yeo,2152712730,145762028,152815399,33923547,118615104
2027659362,10.1016/j.tcs.2013.10.022,ayeo,A536,anders yeo,2152712730,145762028,"","",114614502
2028920479,10.1145/129712.129730,ayao,A536,andrew chichih yao,2088166175,1770729,20089843,33923547,126794175
